genes,uid,snp_class,fxn_class,chr,chrpos,global_mafs,allele,clinical_significance,acc
"[1] ""GBA""
",3115534,snv,intron_variant,1,1:155235878," [1] ""1000Genomes""    ""ALSPAC""         ""ExAC""           ""FINRISK""       
 [5] ""GENOME_DK""      ""GnomAD""         ""GnomAD_exomes""  ""KOREAN""        
 [9] ""MGP""            ""NorthernSweden"" ""Qatari""         ""SGDP_PRJ""      
[13] ""Siberian""       ""TOMMO""          ""TOPMED""         ""TWINSUK""       
[17] ""ALFA""          
",B,benign,NC_000001.11
"[1] ""GBA""
",421016,snv,"missense_variant,coding_sequence_variant",1,1:155235252,"[1] ""1000Genomes"" ""ExAC""        ""GoNL""        ""KOREAN""      ""TOMMO""      
[6] ""ALFA""       
",V,"pathogenic,risk-factor,pathogenic-likely-pathogenic,likely-pathogenic",NC_000001.11
"[1] ""LRRK2""
",34594498,snv,"coding_sequence_variant,missense_variant,non_coding_transcript_variant,genic_upstream_transcript_variant",12,12:40252984," [1] ""1000Genomes""   ""ALSPAC""        ""Estonian""      ""ExAC""         
 [5] ""GnomAD""        ""GnomAD_exomes"" ""GoESP""         ""KOREAN""       
 [9] ""Korea1K""       ""PAGE_STUDY""    ""PRJEB37584""    ""SGDP_PRJ""     
[13] ""Siberian""      ""TOMMO""         ""TOPMED""        ""TWINSUK""      
[17] ""ALFA""         
",Y,benign,NC_000012.12
"[1] ""HEATR6""
",61204179,snv,intron_variant,17,17:60061921," [1] ""1000Genomes"" ""ALSPAC""      ""GnomAD""      ""KOREAN""      ""SGDP_PRJ""   
 [6] ""TOMMO""       ""TOPMED""      ""TWINSUK""     ""Vietnamese""  ""ALFA""       
",Y,,NC_000017.11
"[1] ""RYR2""
",10495397,snv,intron_variant,1,1:237495847," [1] ""1000Genomes"" ""ALSPAC""      ""Chileans""    ""Estonian""    ""GENOME_DK""  
 [6] ""GnomAD""      ""GoNL""        ""HapMap""      ""KOREAN""      ""Korea1K""    
[11] ""Qatari""      ""SGDP_PRJ""    ""TOMMO""       ""TOPMED""      ""TWINSUK""    
[16] ""Vietnamese""  ""ALFA""       
",R,,NC_000001.11
,2430514,snv,,17,17:71680028," [1] ""1000Genomes""    ""ALSPAC""         ""Estonian""       ""GENOME_DK""     
 [5] ""GnomAD""         ""GoNL""           ""HGDP_Stanford""  ""HapMap""        
 [9] ""KOREAN""         ""NorthernSweden"" ""PAGE_STUDY""     ""PRJEB36033""    
[13] ""Qatari""         ""SGDP_PRJ""       ""Siberian""       ""TOMMO""         
[17] ""TOPMED""         ""TWINSUK""        ""Vietnamese""     ""ALFA""          
",M,,NC_000017.11
"[1] ""CAMTA1""
",7532024,snv,"genic_downstream_transcript_variant,intron_variant,genic_upstream_transcript_variant",1,1:7119419," [1] ""1000Genomes""    ""ALSPAC""         ""Chileans""       ""Daghestan""     
 [5] ""Estonian""       ""GENOME_DK""      ""GnomAD""         ""GoNL""          
 [9] ""HGDP_Stanford""  ""HapMap""         ""KOREAN""         ""Korea1K""       
[13] ""NorthernSweden"" ""PAGE_STUDY""     ""PRJEB36033""     ""PRJEB37584""    
[17] ""Qatari""         ""SGDP_PRJ""       ""Siberian""       ""TOMMO""         
[21] ""TOPMED""         ""TWINSUK""        ""Vietnamese""     ""ALFA""          
",Y,,NC_000001.11
"[1] ""LOC105371692""
",16854023,snv,"intron_variant,genic_upstream_transcript_variant",1,1:204582702," [1] ""1000Genomes""    ""ALSPAC""         ""Chileans""       ""Estonian""      
 [5] ""GENOME_DK""      ""GnomAD""         ""GoNL""           ""HapMap""        
 [9] ""KOREAN""         ""NorthernSweden"" ""PAGE_STUDY""     ""PRJEB37584""    
[13] ""Qatari""         ""SGDP_PRJ""       ""Siberian""       ""TOMMO""         
[17] ""TOPMED""         ""TWINSUK""        ""Vietnamese""     ""ALFA""          
",Y,,NC_000001.11
"[1] ""KLRF1""
",4418897,snv,"genic_upstream_transcript_variant,intron_variant",12,12:9815217," [1] ""1000Genomes""    ""ALSPAC""         ""Chileans""       ""Daghestan""     
 [5] ""Estonian""       ""GENOME_DK""      ""GnomAD""         ""GoNL""          
 [9] ""HapMap""         ""KOREAN""         ""Korea1K""        ""NorthernSweden""
[13] ""PAGE_STUDY""     ""PRJEB37584""     ""Qatari""         ""SGDP_PRJ""      
[17] ""Siberian""       ""TOMMO""          ""TOPMED""         ""TWINSUK""       
[21] ""Vietnamese""     ""ALFA""          
",N,,NC_000012.12
"[1] ""VSTM2L""
",1998049,snv,intron_variant,20,20:37933480," [1] ""1000Genomes"" ""ALSPAC""      ""Estonian""    ""GENOME_DK""   ""GoESP""      
 [6] ""GoNL""        ""HapMap""      ""KOREAN""      ""Korea1K""     ""MGP""        
[11] ""PAGE_STUDY""  ""PRJEB37584""  ""Qatari""      ""SGDP_PRJ""    ""Siberian""   
[16] ""TOMMO""       ""TOPMED""      ""TWINSUK""     ""ALFA""       
",H,,NC_000020.11
,17050901,snv,,4,4:130211377," [1] ""1000Genomes""    ""ALSPAC""         ""Estonian""       ""GENOGRAPHIC""   
 [5] ""GnomAD""         ""HapMap""         ""KOREAN""         ""Korea1K""       
 [9] ""NorthernSweden"" ""PAGE_STUDY""     ""SGDP_PRJ""       ""Siberian""      
[13] ""TOMMO""          ""TOPMED""         ""TWINSUK""        ""Vietnamese""    
[17] ""ALFA""          
",R,,NC_000004.12
"[1] ""NIBAN2""
",10760490,snv,"genic_upstream_transcript_variant,intron_variant",9,9:127573139," [1] ""1000Genomes""    ""Chileans""       ""Daghestan""      ""Estonian""      
 [5] ""GENOME_DK""      ""GoNL""           ""HapMap""         ""KOREAN""        
 [9] ""Korea1K""        ""NorthernSweden"" ""PAGE_STUDY""     ""Qatari""        
[13] ""SGDP_PRJ""       ""Siberian""       ""TOMMO""          ""Vietnamese""    
[17] ""ALFA""          
",N,,NC_000009.12
"[1] ""SNX29""
",150380018,snv,"genic_downstream_transcript_variant,intron_variant",16,16:12475931," [1] ""1000Genomes"" ""Estonian""    ""GnomAD""      ""KOREAN""      ""Korea1K""    
 [6] ""SGDP_PRJ""    ""TOMMO""       ""TOPMED""      ""Vietnamese""  ""ALFA""       
",K,,NC_000016.10
"[1] ""C5orf52""
",10051838,snv,"missense_variant,coding_sequence_variant",5,5:157675151," [1] ""1000Genomes""    ""ALSPAC""         ""Estonian""       ""ExAC""          
 [5] ""GENOME_DK""      ""GnomAD""         ""GnomAD_exomes""  ""GoESP""         
 [9] ""GoNL""           ""HGDP_Stanford""  ""HapMap""         ""KOREAN""        
[13] ""Korea1K""        ""MGP""            ""NorthernSweden"" ""PAGE_STUDY""    
[17] ""PRJEB36033""     ""Qatari""         ""SGDP_PRJ""       ""Siberian""      
[21] ""TOMMO""          ""TOPMED""         ""TWINSUK""        ""Vietnamese""    
[25] ""ALFA""          
",R,,NC_000005.10
"[1] ""STK10""
",77462941,snv,"genic_upstream_transcript_variant,intron_variant",5,5:172171430," [1] ""1000Genomes""    ""ALSPAC""         ""Estonian""       ""GnomAD""        
 [5] ""GoNL""           ""KOREAN""         ""Korea1K""        ""NorthernSweden""
 [9] ""Qatari""         ""SGDP_PRJ""       ""Siberian""       ""TOMMO""         
[13] ""TOPMED""         ""TWINSUK""        ""Vietnamese""     ""ALFA""          
",Y,,NC_000005.10
,144125291,snv,,2,2:30883189,"[1] ""1000Genomes"" ""GnomAD""      ""KOREAN""      ""Korea1K""     ""TOMMO""      
[6] ""TOPMED""      ""Vietnamese""  ""ALFA""       
",Y,,NC_000002.12
,139221627,snv,,17,17:22189093,"[1] ""1000Genomes"" ""GnomAD""      ""KOREAN""      ""Korea1K""     ""SGDP_PRJ""   
[6] ""TOMMO""       ""TOPMED""      ""Vietnamese""  ""ALFA""       
",Y,,NC_000017.11
"[1] ""LINC01549""
",208892,snv,intron_variant,21,21:17441172," [1] ""1000Genomes""    ""ALSPAC""         ""Estonian""       ""GENOME_DK""     
 [5] ""GnomAD""         ""GoNL""           ""HapMap""         ""KOREAN""        
 [9] ""NorthernSweden"" ""PRJEB36033""     ""Qatari""         ""SGDP_PRJ""      
[13] ""Siberian""       ""TOMMO""          ""TOPMED""         ""TWINSUK""       
[17] ""Vietnamese""     ""ALFA""          
",D,,NC_000021.9
,10495912,snv,,2,2:44078322," [1] ""1000Genomes""    ""ALSPAC""         ""Chileans""       ""Estonian""      
 [5] ""GENOME_DK""      ""GoNL""           ""HapMap""         ""KOREAN""        
 [9] ""Korea1K""        ""NorthernSweden"" ""Qatari""         ""SGDP_PRJ""      
[13] ""Siberian""       ""TOMMO""          ""TOPMED""         ""TWINSUK""       
[17] ""Vietnamese""     ""ALFA""          
",N,,NC_000002.12
"[1] ""CBFA2T3""
",150854091,snv,"genic_upstream_transcript_variant,intron_variant",16,16:88962376,"[1] ""1000Genomes"" ""ALSPAC""      ""Estonian""    ""KOREAN""      ""SGDP_PRJ""   
[6] ""TWINSUK""     ""Vietnamese""  ""ALFA""       
",D,,NC_000016.10
"[1] ""TMEM132C""
",1531246,snv,intron_variant,12,12:128514576," [1] ""1000Genomes""    ""ALSPAC""         ""Daghestan""      ""Estonian""      
 [5] ""GENOME_DK""      ""GnomAD""         ""GoNL""           ""HapMap""        
 [9] ""KOREAN""         ""Korea1K""        ""NorthernSweden"" ""Qatari""        
[13] ""SGDP_PRJ""       ""Siberian""       ""TOMMO""          ""TOPMED""        
[17] ""TWINSUK""        ""Vietnamese""     ""ALFA""          
",S,,NC_000012.12
,953169,snv,,11,11:62316070," [1] ""1000Genomes""    ""ALSPAC""         ""Chileans""       ""Estonian""      
 [5] ""GnomAD""         ""GoNL""           ""HapMap""         ""KOREAN""        
 [9] ""Korea1K""        ""NorthernSweden"" ""Qatari""         ""SGDP_PRJ""      
[13] ""Siberian""       ""TOMMO""          ""TOPMED""         ""TWINSUK""       
[17] ""Vietnamese""     ""ALFA""          
",D,,NC_000011.10
,118109628,snv,,3,3:45238031,"[1] ""1000Genomes"" ""KOREAN""      ""Korea1K""     ""TOMMO""       ""ALFA""       
",D,,NC_000003.12
,12185607,snv,,2,2:44069141," [1] ""1000Genomes""    ""ALSPAC""         ""Chileans""       ""Estonian""      
 [5] ""GENOGRAPHIC""    ""GENOME_DK""      ""GnomAD""         ""GoNL""          
 [9] ""HapMap""         ""KOREAN""         ""NorthernSweden"" ""PAGE_STUDY""    
[13] ""PRJEB36033""     ""Qatari""         ""SGDP_PRJ""       ""Siberian""      
[17] ""TOMMO""          ""TOPMED""         ""TWINSUK""        ""Vietnamese""    
[21] ""ALFA""          
",K,,NC_000002.12
"[1] ""ADAM10""
",118049686,snv,intron_variant,15,15:58603521,"[1] ""1000Genomes"" ""GnomAD""      ""KOREAN""      ""Korea1K""     ""SGDP_PRJ""   
[6] ""TOMMO""       ""TOPMED""      ""Vietnamese""  ""ALFA""       
",R,,NC_000015.10
,17031893,snv,,2,2:44056033," [1] ""1000Genomes""    ""ALSPAC""         ""Chileans""       ""Estonian""      
 [5] ""GnomAD""         ""GoNL""           ""HapMap""         ""KOREAN""        
 [9] ""Korea1K""        ""NorthernSweden"" ""Qatari""         ""SGDP_PRJ""      
[13] ""Siberian""       ""TOMMO""          ""TOPMED""         ""TWINSUK""       
[17] ""Vietnamese""     ""ALFA""          
",R,,NC_000002.12
"[1] ""EXTL3""
",73564758,snv,"intron_variant,genic_upstream_transcript_variant",8,8:28664344," [1] ""1000Genomes"" ""ALSPAC""      ""GnomAD""      ""GoNL""        ""KOREAN""     
 [6] ""Korea1K""     ""PAGE_STUDY""  ""Qatari""      ""SGDP_PRJ""    ""TOMMO""      
[11] ""TOPMED""      ""TWINSUK""     ""Vietnamese""  ""ALFA""       
",R,,NC_000008.11
,12628329,snv,,22,22:39312335," [1] ""1000Genomes"" ""ALSPAC""      ""GnomAD""      ""HapMap""      ""Korea1K""    
 [6] ""SGDP_PRJ""    ""TOMMO""       ""TOPMED""      ""TWINSUK""     ""Vietnamese"" 
[11] ""ALFA""       
",M,,NC_000022.11
"[1] ""DAB1""
",148267997,snv,"intron_variant,genic_upstream_transcript_variant",1,1:57838654," [1] ""1000Genomes""    ""ALSPAC""         ""Estonian""       ""GENOME_DK""     
 [5] ""GnomAD""         ""GoNL""           ""NorthernSweden"" ""Qatari""        
 [9] ""SGDP_PRJ""       ""Siberian""       ""TOPMED""         ""TWINSUK""       
[13] ""ALFA""          
",Y,,NC_000001.11
"[1] ""PRKAG2""
",2302532,snv,intron_variant,7,7:151565219," [1] ""1000Genomes""    ""ALSPAC""         ""Estonian""       ""GENOME_DK""     
 [5] ""GnomAD""         ""GoNL""           ""HapMap""         ""KOREAN""        
 [9] ""Korea1K""        ""MGP""            ""NorthernSweden"" ""PRJEB36033""    
[13] ""Qatari""         ""SGDP_PRJ""       ""Siberian""       ""TOMMO""         
[17] ""TOPMED""         ""TWINSUK""        ""Vietnamese""     ""ALFA""          
",M,benign,NC_000007.14
"[1] ""MEFV""
",11466021,snv,intron_variant,16,16:3249858," [1] ""1000Genomes""    ""ALSPAC""         ""Estonian""       ""GENOME_DK""     
 [5] ""GnomAD""         ""GoNL""           ""HapMap""         ""MGP""           
 [9] ""NorthernSweden"" ""SGDP_PRJ""       ""TOPMED""         ""TWINSUK""       
[13] ""ALFA""          
",R,"not-provided,likely-benign",NC_000016.10
"[1] ""PRKCE""
",78448334,snv,"intron_variant,genic_downstream_transcript_variant",2,2:46047305," [1] ""1000Genomes""    ""ALSPAC""         ""Estonian""       ""GENOME_DK""     
 [5] ""GnomAD""         ""GoNL""           ""KOREAN""         ""Korea1K""       
 [9] ""NorthernSweden"" ""PAGE_STUDY""     ""Qatari""         ""SGDP_PRJ""      
[13] ""Siberian""       ""TOMMO""          ""TOPMED""         ""TWINSUK""       
[17] ""Vietnamese""     ""ALFA""          
",R,,NC_000002.12
,189093213,snv,,4,4:32433662," [1] ""1000Genomes""    ""ALSPAC""         ""Estonian""       ""GENOME_DK""     
 [5] ""GnomAD""         ""GoNL""           ""NorthernSweden"" ""Qatari""        
 [9] ""SGDP_PRJ""       ""TOMMO""          ""TOPMED""         ""TWINSUK""       
[13] ""ALFA""          
",R,,NC_000004.12
,180924818,snv,,16,16:16951118," [1] ""1000Genomes""    ""Estonian""       ""GENOME_DK""      ""GoNL""          
 [5] ""NorthernSweden"" ""Qatari""         ""SGDP_PRJ""       ""Siberian""      
 [9] ""TOPMED""         ""ALFA""          
",D,,NC_000016.10
"[1] ""LRP8""
",72673189,snv,intron_variant,1,1:53312628," [1] ""1000Genomes""    ""ALSPAC""         ""Estonian""       ""GnomAD""        
 [5] ""GoNL""           ""NorthernSweden"" ""Qatari""         ""SGDP_PRJ""      
 [9] ""Siberian""       ""TOPMED""         ""TWINSUK""        ""ALFA""          
",R,,NC_000001.11
,79432789,snv,,1,1:168676452," [1] ""1000Genomes""    ""ALSPAC""         ""Estonian""       ""GENOME_DK""     
 [5] ""GnomAD""         ""GoNL""           ""KOREAN""         ""Korea1K""       
 [9] ""NorthernSweden"" ""PAGE_STUDY""     ""Qatari""         ""SGDP_PRJ""      
[13] ""Siberian""       ""TOMMO""          ""TOPMED""         ""TWINSUK""       
[17] ""Vietnamese""     ""ALFA""          
",D,,NC_000001.11
"[1] ""MACF1""
",71642678,snv,"genic_upstream_transcript_variant,intron_variant",1,1:39181093," [1] ""1000Genomes""    ""ALSPAC""         ""Estonian""       ""GENOME_DK""     
 [5] ""GnomAD""         ""GoNL""           ""NorthernSweden"" ""Qatari""        
 [9] ""SGDP_PRJ""       ""TOPMED""         ""TWINSUK""        ""ALFA""          
",R,,NC_000001.11
,12133858,snv,,1,1:80484795," [1] ""1000Genomes""    ""ALSPAC""         ""Estonian""       ""GENOME_DK""     
 [5] ""GnomAD""         ""GoNL""           ""KOREAN""         ""Korea1K""       
 [9] ""NorthernSweden"" ""Qatari""         ""SGDP_PRJ""       ""Siberian""      
[13] ""TOMMO""          ""TWINSUK""        ""Vietnamese""     ""ALFA""          
",D,,NC_000001.11
"[1] ""LINC01239""
",77115593,snv,intron_variant,9,9:22664278," [1] ""1000Genomes""    ""ALSPAC""         ""Estonian""       ""GnomAD""        
 [5] ""GoNL""           ""Korea1K""        ""NorthernSweden"" ""SGDP_PRJ""      
 [9] ""TOPMED""         ""TWINSUK""        ""ALFA""          
",R,,NC_000009.12
,139943801,snv,,14,14:21552343," [1] ""1000Genomes""    ""Estonian""       ""GENOME_DK""      ""GoNL""          
 [5] ""KOREAN""         ""NorthernSweden"" ""Qatari""         ""SGDP_PRJ""      
 [9] ""TOMMO""          ""TOPMED""         ""Vietnamese""     ""ALFA""          
",V,,NC_000014.9
"[1] ""CHL1""     ""CHL1-AS1""
",3773384,snv,"genic_downstream_transcript_variant,intron_variant",3,3:374758," [1] ""1000Genomes""    ""ALSPAC""         ""Chileans""       ""Estonian""      
 [5] ""GENOME_DK""      ""GoNL""           ""HGDP_Stanford""  ""HapMap""        
 [9] ""KOREAN""         ""NorthernSweden"" ""PRJEB36033""     ""Qatari""        
[13] ""SGDP_PRJ""       ""Siberian""       ""TOMMO""          ""TOPMED""        
[17] ""TWINSUK""        ""Vietnamese""     ""ALFA""          
",B,,NC_000003.12
"[1] ""SP1""
",34656641,snv,intron_variant,12,12:53403452," [1] ""1000Genomes""    ""ALSPAC""         ""Estonian""       ""GENOME_DK""     
 [5] ""GnomAD""         ""GoNL""           ""KOREAN""         ""NorthernSweden""
 [9] ""Qatari""         ""SGDP_PRJ""       ""Siberian""       ""TOPMED""        
[13] ""TWINSUK""        ""ALFA""          
",M,,NC_000012.12
,17833740,snv,,14,14:59154251," [1] ""1000Genomes""    ""ALSPAC""         ""Chileans""       ""Estonian""      
 [5] ""GENOME_DK""      ""GnomAD""         ""GoNL""           ""HapMap""        
 [9] ""KOREAN""         ""Korea1K""        ""NorthernSweden"" ""Qatari""        
[13] ""SGDP_PRJ""       ""Siberian""       ""TOMMO""          ""TOPMED""        
[17] ""TWINSUK""        ""Vietnamese""     ""ALFA""          
",K,,NC_000014.9
"[1] ""PRKN""         ""LOC105369171""
",9356013,snv,intron_variant,6,6:162403694," [1] ""1000Genomes""    ""ALSPAC""         ""Estonian""       ""GENOME_DK""     
 [5] ""GnomAD""         ""GoNL""           ""HapMap""         ""KOREAN""        
 [9] ""Korea1K""        ""NorthernSweden"" ""Qatari""         ""SGDP_PRJ""      
[13] ""Siberian""       ""TOMMO""          ""TOPMED""         ""TWINSUK""       
[17] ""ALFA""          
",M,,NC_000006.12
"[1] ""KANSL1""
",113434679,snv,intron_variant,17,17:46049399," [1] ""1000Genomes""    ""Estonian""       ""GENOME_DK""      ""GoNL""          
 [5] ""KOREAN""         ""NorthernSweden"" ""Qatari""         ""SGDP_PRJ""      
 [9] ""Siberian""       ""TOMMO""          ""TOPMED""         ""ALFA""          
",H,,NC_000017.11
,9275152,snv,,6,6:32684419," [1] ""1000Genomes""    ""GENOME_DK""      ""GoNL""           ""HapMap""        
 [5] ""KOREAN""         ""NorthernSweden"" ""PAGE_STUDY""     ""Qatari""        
 [9] ""SGDP_PRJ""       ""Siberian""       ""TOMMO""          ""TOPMED""        
[13] ""Vietnamese""     ""ALFA""          
",H,,NC_000006.12
"[1] ""NKAIN3""
",151059677,snv,intron_variant,8,8:62291212," [1] ""1000Genomes""    ""ALSPAC""         ""Estonian""       ""GENOME_DK""     
 [5] ""GnomAD""         ""GoNL""           ""Korea1K""        ""NorthernSweden""
 [9] ""Qatari""         ""SGDP_PRJ""       ""Siberian""       ""TOMMO""         
[13] ""TOPMED""         ""TWINSUK""        ""ALFA""          
",D,,NC_000008.11
"[1] ""IQCJ""        ""IQCJ-SCHIP1""
",150468541,snv,intron_variant,3,3:159199533," [1] ""1000Genomes""    ""ALSPAC""         ""Estonian""       ""GnomAD""        
 [5] ""GoNL""           ""NorthernSweden"" ""Qatari""         ""SGDP_PRJ""      
 [9] ""TOPMED""         ""TWINSUK""        ""ALFA""          
",R,,NC_000003.12
"[1] ""LINC02842""    ""LOC105375871""
",118029233,snv,"intron_variant,non_coding_transcript_variant,genic_upstream_transcript_variant",8,8:61820377," [1] ""1000Genomes""    ""ALSPAC""         ""Estonian""       ""GENOME_DK""     
 [5] ""GnomAD""         ""GoNL""           ""NorthernSweden"" ""Qatari""        
 [9] ""SGDP_PRJ""       ""TOPMED""         ""TWINSUK""        ""ALFA""          
",S,,NC_000008.11
"[1] ""POLR2A""
",117248307,snv,intron_variant,17,17:7493025," [1] ""1000Genomes""    ""ALSPAC""         ""Estonian""       ""GENOME_DK""     
 [5] ""GnomAD""         ""GoNL""           ""KOREAN""         ""NorthernSweden""
 [9] ""Qatari""         ""SGDP_PRJ""       ""TOPMED""         ""TWINSUK""       
[13] ""ALFA""          
",H,,NC_000017.11
"[1] ""LINC02842""
",118004610,snv,"intron_variant,genic_downstream_transcript_variant",8,8:61900312," [1] ""1000Genomes""    ""ALSPAC""         ""Estonian""       ""GENOME_DK""     
 [5] ""GnomAD""         ""GoNL""           ""NorthernSweden"" ""Qatari""        
 [9] ""SGDP_PRJ""       ""TOPMED""         ""TWINSUK""        ""ALFA""          
",M,,NC_000008.11
